Ward_code,Measurementday,Coordinator,InstitutionID,IDresponsible,Ward_code_origineel,InstitutionForm_Type_Inst,InstitutionForm_Mod_Qualityframework,Type_Ward,afkorting_type_ward,D_Age_mean_team,D_QF_Prev_ACP_mean_team,D_QF_ACP_resusication_mean_team,D_QF_ACP_life_ending_treat_mean_team,D_QF_ACP_hosp_adm_mean_team,D_QF_ACP_other_mean_team,D_QF_Prev_MR2_mean_team,D_QF_Nut_foodpreferences_mean_team,D_QF_Nut_foodpreferences_specific_mean_team,D_QF_Nut_foodpreferences_offering_mean_team,D_QF_Nut_foodpreferences_support_mean_team,D_QF_Nut_foodpreferences_time_mean_team,D_QF_Nut_foodpreferences_other_mean_team,D_QF_PU_Prev_cat2_mean_team,D_QF_Inc_toiletingplan_mean_team,D_QF_Inc_toiletingplan_preferences_mean_team,D_QF_Inc_toiletingplan_independent_mean_team,D_QF_Inc_toiletingplan_support_mean_team,D_QF_Inc_toiletingplan_materials_mean_team,D_QF_Inc_toiletingplan_other_mean_team,D_QF_Rest_Prev_mean_team,D_QF_Rest_mechanical_mean_team,D_QF_Rest_physical_mean_team,D_QF_Rest_pharmacologic_mean_team,D_QF_Rest_psych_mean_team,D_QF_Rest_electronic_mean_team,D_QF_Rest_supervision_mean_team,D_QF_Rest_seclusion_mean_team,D_QF_Rest_other_Rest_mean_team,QF_Ward_ErrorsDiscussed,QF_Ward_PU_Discussed,D_QF_Prev_ACP_mean_type_ward,D_QF_ACP_resusication_mean_type_ward,D_QF_ACP_life_ending_treat_mean_type_ward,D_QF_ACP_hosp_adm_mean_type_ward,D_QF_ACP_other_mean_type_ward,D_QF_Prev_MR2_mean_type_ward,D_QF_Nut_foodpreferences_mean_type_ward,D_QF_Nut_foodpreferences_specific_mean_type_ward,D_QF_Nut_foodpreferences_offering_mean_type_ward,D_QF_Nut_foodpreferences_support_mean_type_ward,D_QF_Nut_foodpreferences_time_mean_type_ward,D_QF_Nut_foodpreferences_other_mean_type_ward,D_QF_PU_Prev_cat2_mean_type_ward,D_QF_Inc_toiletingplan_mean_type_ward,D_QF_Inc_toiletingplan_preferences_mean_type_ward,D_QF_Inc_toiletingplan_independent_mean_type_ward,D_QF_Inc_toiletingplan_support_mean_type_ward,D_QF_Inc_toiletingplan_materials_mean_type_ward,D_QF_Inc_toiletingplan_other_mean_type_ward,D_QF_Rest_Prev_mean_type_ward,D_QF_Rest_mechanical_mean_type_ward,D_QF_Rest_physical_mean_type_ward,D_QF_Rest_pharmacologic_mean_type_ward,D_QF_Rest_psych_mean_type_ward,D_QF_Rest_electronic_mean_type_ward,D_QF_Rest_supervision_mean_type_ward,D_QF_Rest_seclusion_mean_type_ward,D_QF_Rest_other_Rest_mean_type_ward,aantal_patienten_per_ward_type,aantal_patienten_in_team,aantal_patienten_in_team_met_behandeling,QF_Ward_ErrorsDiscussed_mean_type_ward,QF_Ward_PU_Discussed_mean_type_ward,missing_per_rij,MR_Missing,ACP_ISNUL,Errors_Discussed_Missing,PU_Discussed_Missing,MAX_MISSING_ALLOWED,teveel_missing,CIW,PrimaryLast,Organisatie,Locatie,Teamnaam
410_1198_240,11/12/2019,888467,410,1198,240,InstitutionType_NursingHome,yes,psychogeriatrische afdeling,PG,83.9166666666667,100,91.6666666666667,91.6666666666667,91.6666666666667,8.33333333333333,100,100,100,100,100,100,0,0,100,100,100,100,100,0,75,58.3333333333333,0,0,0,50,0,0,0,1,1,98.3599088838269,99.2820750347383,74.0620657711904,76.2621584066698,13.8953219082909,32.3550812515159,73.8633714152483,43.2574031890661,43.4168564920273,37.9726651480638,34.7380410022779,13.2574031890661,2.30435774583619,81.9559228650137,38.5421412300683,29.4533029612756,52.6879271070615,66.2186788154898,3.55353075170843,41.8678815489749,15.5353075170843,.273348519362187,14.4874715261959,.683371298405467,20.9567198177677,.797266514806378,1.07061503416857,6.5375854214123,4390,12,12,95.067264573991,87.9581151832461,0,0,0,0,0,0,Alles ok,8884671198240,Primary Case,Stichting Envida,Verpleegunit Croonenhoff,Het Patronaat  en het Vloot
410_1198_241,11/12/2019,888467,410,1198,241,InstitutionType_NursingHome,yes,somatische verblijfsafdeling,Som,84.9230769230769,100,100,84.6153846153846,69.2307692307692,0,53.8461538461538,100,100,69.2307692307692,69.2307692307692,30.7692307692308,0,7.69230769230769,100,84.6153846153846,46.1538461538462,92.3076923076923,92.3076923076923,0,0,0,0,0,0,0,0,0,0,1,1,93.8632619439868,99.2540587977183,53.0934620447565,62.7029398859149,11.5840280824923,31.6153362664991,65.351059410054,33.1960461285008,33.2784184514003,29.159802306425,41.6392092257001,12.2322899505766,4.95662949194548,69.904919388177,30.0658978583196,20.0988467874794,42.5864909390445,56.9604612850082,6.79571663920923,16.9686985172982,14.332784184514,.0411861614497529,1.77100494233937,.123558484349259,3.21252059308072,.123558484349259,.0823723228995058,1.44151565074135,2428,13,13,94.3548387096774,79.4117647058823,0,0,0,0,0,0,Alles ok,8884671198241,Primary Case,Stichting Envida,Verpleegunit Croonenhoff,Den Duuker
410_1198_242,11/12/2019,888467,410,1198,242,InstitutionType_NursingHome,yes,psychogeriatrische afdeling,PG,83.6,100,100,0,0,0,0,100,100,90,90,100,0,0,90,50,40,70,90,0,60,40,0,0,0,30,0,0,10,1,1,98.3599088838269,99.2820750347383,74.0620657711904,76.2621584066698,13.8953219082909,32.3550812515159,73.8633714152483,43.2574031890661,43.4168564920273,37.9726651480638,34.7380410022779,13.2574031890661,2.30435774583619,81.9559228650138,38.5421412300683,29.4533029612756,52.6879271070615,66.2186788154898,3.55353075170843,41.867881548975,15.5353075170843,.273348519362187,14.4874715261959,.683371298405467,20.9567198177677,.797266514806378,1.07061503416857,6.5375854214123,4390,10,10,95.067264573991,87.9581151832461,0,0,0,0,0,0,Alles ok,8884671198242,Primary Case,Stichting Envida,Verpleegunit Croonenhoff,Drie Leliën
410_1445_105,11/12/2019,888467,410,1445,105,InstitutionType_NursingHome,yes,somatische verblijfsafdeling,Som,79.5714285714286,100,100,100,97.9591836734694,0,2.32558139534884,53.0612244897959,4.08163265306122,34.6938775510204,10.2040816326531,2.04081632653061,6.12244897959184,0,48.9795918367347,0,2.04081632653061,26.530612244898,42.8571428571429,6.12244897959184,71.4285714285714,71.4285714285714,0,2.04081632653061,0,4.08163265306122,0,0,0,1,1,93.8632619439867,99.2540587977182,53.0934620447564,62.702939885915,11.5840280824923,31.6153362664991,65.3510594100539,33.1960461285009,33.2784184514003,29.159802306425,41.6392092257002,12.2322899505766,4.95662949194548,69.904919388177,30.0658978583196,20.0988467874794,42.5864909390445,56.9604612850082,6.79571663920923,16.9686985172982,14.332784184514,.0411861614497529,1.77100494233937,.123558484349259,3.21252059308072,.123558484349259,.0823723228995058,1.44151565074135,2428,49,49,94.3548387096774,79.4117647058823,0,0,0,0,0,0,Alles ok,8884671445105,Primary Case,Stichting Envida,VP De Mins,De Mins
410_1446_377,11/12/2019,888467,410,1446,377,InstitutionType_NursingHome,yes,somatische verblijfsafdeling,Som,85.5357142857143,96.4285714285714,100,62.962962962963,85.1851851851852,18.5185185185185,85.7142857142857,60.7142857142857,57.1428571428571,53.5714285714286,42.8571428571429,21.4285714285714,3.57142857142857,7.14285714285714,60.7142857142857,28.5714285714286,7.14285714285714,39.2857142857143,60.7142857142857,3.57142857142857,28.5714285714286,25,0,7.14285714285714,0,3.57142857142857,0,0,0,1,1,93.8632619439868,99.2540587977183,53.0934620447564,62.7029398859149,11.5840280824923,31.6153362664991,65.351059410054,33.1960461285008,33.2784184514003,29.159802306425,41.6392092257002,12.2322899505766,4.95662949194548,69.904919388177,30.0658978583196,20.0988467874794,42.5864909390445,56.9604612850082,6.79571663920923,16.9686985172982,14.332784184514,.0411861614497529,1.77100494233937,.123558484349259,3.21252059308072,.123558484349259,.0823723228995058,1.44151565074135,2428,28,28,94.3548387096774,79.4117647058823,0,0,0,0,0,0,Alles ok,8884671446377,Primary Case,Stichting Envida,VP Gulpen,VPH Gulpen Som
410_1446_379,11/12/2019,888467,410,1446,379,InstitutionType_NursingHome,yes,psychogeriatrische afdeling,PG,86.2222222222222,88.8888888888889,100,75,81.25,0,0,50,27.7777777777778,33.3333333333333,38.8888888888889,27.7777777777778,0,0,77.7777777777778,50,66.6666666666667,66.6666666666667,61.1111111111111,0,44.4444444444444,38.8888888888889,0,22.2222222222222,0,22.2222222222222,0,5.55555555555556,5.55555555555556,1,1,98.3599088838269,99.2820750347383,74.0620657711904,76.2621584066698,13.8953219082909,32.3550812515159,73.8633714152483,43.2574031890661,43.4168564920274,37.9726651480638,34.7380410022779,13.2574031890661,2.30435774583618,81.9559228650137,38.5421412300683,29.4533029612756,52.6879271070615,66.2186788154898,3.55353075170843,41.8678815489749,15.5353075170843,.273348519362187,14.4874715261959,.683371298405467,20.9567198177677,.797266514806378,1.07061503416857,6.5375854214123,4390,18,18,95.067264573991,87.9581151832461,0,0,0,0,0,0,Alles ok,8884671446379,Primary Case,Stichting Envida,VP Gulpen,VPH Gulpen PG
410_1449_370,11/12/2019,888467,410,1449,370,InstitutionType_NursingHome,yes,verzorgingsafdeling,VZ,87.5454545454545,86.3636363636364,100,21.0526315789474,15.7894736842105,0,0,19.047619047619,13.6363636363636,9.09090909090909,4.54545454545455,0,4.54545454545455,0,18.1818181818182,0,4.54545454545455,9.09090909090909,13.6363636363636,0,0,0,0,0,0,0,0,0,0,1, ,81.3569321533923,98.8397389412618,17.4764321972444,37.5634517766498,4.20594633792604,33.0508474576271,70.6824925816024,38.4660766961652,34.1592920353982,31.5044247787611,53.9233038348083,17.5221238938053,1.48104265402844,71.5645449137419,39.5870206489676,23.598820058997,38.8790560471977,56.4011799410029,5.07374631268437,8.7905604719764,3.77581120943953,0,1.29793510324484,.117994100294985,4.71976401179941,0,.0589970501474926,.530973451327434,1695,22,5,100,75.4385964912281,1,0,0,0,1,1,Alles ok,8884671449370,Primary Case,Stichting Envida,Verpleegunit Hagerpoort,VZH
410_1449_371,11/12/2019,888467,410,1449,371,InstitutionType_NursingHome,yes,psychogeriatrische afdeling,PG,83.9677419354839,93.5483870967742,100,3.44827586206897,55.1724137931034,20.6896551724138,0,14.2857142857143,12.9032258064516,3.2258064516129,3.2258064516129,9.67741935483871,0,3.2258064516129,87.0967741935484,3.2258064516129,0,61.2903225806452,87.0967741935484,0,16.1290322580645,16.1290322580645,0,3.2258064516129,0,9.67741935483871,3.2258064516129,3.2258064516129,0,1,0,98.3599088838268,99.2820750347384,74.0620657711904,76.2621584066697,13.8953219082909,32.3550812515159,73.8633714152484,43.257403189066,43.4168564920274,37.9726651480638,34.7380410022779,13.2574031890661,2.30435774583618,81.9559228650138,38.5421412300683,29.4533029612756,52.6879271070615,66.2186788154898,3.55353075170843,41.867881548975,15.5353075170843,.273348519362187,14.4874715261959,.683371298405467,20.9567198177677,.797266514806378,1.07061503416857,6.5375854214123,4390,31,27,95.067264573991,87.9581151832461,0,0,0,0,0,0,Alles ok,8884671449371,Primary Case,Stichting Envida,Verpleegunit Hagerpoort,Hagerpoort VPU
410_1774_372,11/12/2019,888467,410,1774,372,InstitutionType_NursingHome,yes,verzorgingsafdeling,VZ,88.531914893617,100,97.8723404255319,0,8.51063829787234,2.12765957446809,63.6363636363636,17.0212765957447,8.51063829787234,6.38297872340426,8.51063829787234,2.12765957446809,0,2.12765957446809,59.5744680851064,8.51063829787234,14.8936170212766,34.0425531914894,53.1914893617021,0,91.4893617021277,6.38297872340426,0,4.25531914893617,0,87.2340425531915,0,0,2.12765957446809,1,1,81.3569321533923,98.8397389412618,17.4764321972444,37.5634517766498,4.20594633792604,33.0508474576272,70.6824925816023,38.4660766961652,34.1592920353982,31.5044247787611,53.9233038348083,17.5221238938053,1.48104265402844,71.5645449137419,39.5870206489676,23.598820058997,38.8790560471976,56.4011799410029,5.07374631268437,8.79056047197641,3.77581120943953,0,1.29793510324484,.117994100294985,4.71976401179941,0,.0589970501474926,.530973451327433,1695,47,11,100,75.4385964912281,0,0,0,0,0,0,Alles ok,8884671774372,Primary Case,Stichting Envida,Verpleegunit Wilgenhof,Wilgenhof
410_1774_379,11/12/2019,888467,410,1774,379,InstitutionType_NursingHome,yes,psychogeriatrische afdeling,PG,87.05,90,100,33.3333333333333,44.4444444444444,38.8888888888889,0,0,0,0,0,0,0,0,78.9473684210526,0,10,65,75,0,65,35,0,0,0,50,0,0,0,1,1,98.3599088838268,99.2820750347383,74.0620657711904,76.2621584066698,13.8953219082909,32.3550812515159,73.8633714152483,43.2574031890661,43.4168564920274,37.9726651480638,34.7380410022779,13.2574031890661,2.30435774583618,81.9559228650137,38.5421412300683,29.4533029612756,52.6879271070615,66.2186788154898,3.55353075170843,41.867881548975,15.5353075170843,.273348519362187,14.4874715261959,.683371298405467,20.9567198177677,.797266514806378,1.07061503416857,6.5375854214123,4390,20,20,95.067264573991,87.9581151832461,0,0,0,0,0,0,Alles ok,8884671774379,Primary Case,Stichting Envida,Verpleegunit Wilgenhof,De Wilg
410_2222_501,11/12/2019,888467,410,2222,501,InstitutionType_NursingHome,yes,somatische reactivering/herstelzorg,Herstel,83.4117647058823,100,100,100,100,0,100,100,100,94.1176470588235,94.1176470588235,0,0,11.7647058823529,11.7647058823529,0,0,11.7647058823529,11.7647058823529,0,0,0,0,0,0,0,0,0,0,1, ,96.551724137931,100,82.1428571428571,82.1428571428571,0,36.9565217391304,98.2758620689655,74.1379310344827,60.3448275862069,79.3103448275862,50,20.6896551724138,6.89655172413793,70.6896551724138,8.62068965517242,27.5862068965517,55.1724137931035,60.3448275862069,1.72413793103448,1.72413793103448,1.72413793103448,0,0,0,0,0,0,0,58,17,17,100,100,1,0,0,0,1,1,Alles ok,8884672222501,Primary Case,Stichting Envida,Envida transfer,AZM-Herstel
410_2222_502,11/12/2019,888467,410,2222,502,InstitutionType_NursingHome,yes,somatische reactivering/herstelzorg,Herstel,80.9166666666667,83.3333333333333,100,0,10,0, ,100,8.33333333333333,33.3333333333333,16.6666666666667,8.33333333333333,100,8.33333333333333,83.3333333333333,0,58.3333333333333,58.3333333333333,41.6666666666667,8.33333333333333,8.33333333333333,8.33333333333333,0,0,0,0,0,0,0,1, ,96.551724137931,100,82.1428571428571,82.1428571428571,0,36.9565217391304,98.2758620689655,74.1379310344827,60.3448275862069,79.3103448275862,50,20.6896551724138,6.89655172413793,70.6896551724138,8.62068965517242,27.5862068965517,55.1724137931035,60.3448275862069,1.72413793103448,1.72413793103448,1.72413793103448,0,0,0,0,0,0,0,58,12,5,100,100,2,1,0,0,1,2,Alles ok,8884672222502,Primary Case,Stichting Envida,Envida transfer,Beijart Herstelzorg
410_230_243,11/12/2019,888467,410,230,243,InstitutionType_NursingHome,yes,psychogeriatrische afdeling,PG,77.5833333333333,91.6666666666667,100,13.6363636363636,18.1818181818182,0,0,47.8260869565217,0,45.8333333333333,16.6666666666667,0,4.16666666666667,0,95.8333333333333,12.5,8.33333333333333,54.1666666666667,79.1666666666667,0,37.5,33.3333333333333,0,8.33333333333333,0,8.33333333333333,0,0,0,1,1,98.3599088838268,99.2820750347383,74.0620657711904,76.2621584066698,13.8953219082909,32.3550812515159,73.8633714152483,43.257403189066,43.4168564920274,37.9726651480638,34.7380410022779,13.2574031890661,2.30435774583618,81.9559228650137,38.5421412300683,29.4533029612756,52.6879271070615,66.2186788154898,3.55353075170843,41.867881548975,15.5353075170843,.273348519362187,14.4874715261959,.683371298405467,20.9567198177677,.797266514806378,1.07061503416857,6.5375854214123,4390,24,24,95.067264573991,87.9581151832461,0,0,0,0,0,0,Alles ok,888467230243,Primary Case,Stichting Envida,Verpleeghuis Grubbeveld,UNIT A
410_230_244,11/12/2019,888467,410,230,244,InstitutionType_NursingHome,yes,psychogeriatrische afdeling,PG,77.5833333333333,95.8333333333333,100,17.3913043478261,13.0434782608696,8.69565217391304,0,0,0,0,0,0,0,20.8333333333333,58.3333333333333,0,4.16666666666667,33.3333333333333,45.8333333333333,8.33333333333333,37.5,33.3333333333333,0,0,0,8.33333333333333,0,0,0,1,1,98.3599088838268,99.2820750347383,74.0620657711904,76.2621584066698,13.8953219082909,32.3550812515159,73.8633714152483,43.257403189066,43.4168564920274,37.9726651480638,34.7380410022779,13.2574031890661,2.30435774583618,81.9559228650137,38.5421412300683,29.4533029612756,52.6879271070615,66.2186788154898,3.55353075170843,41.867881548975,15.5353075170843,.273348519362187,14.4874715261959,.683371298405467,20.9567198177677,.797266514806378,1.07061503416857,6.5375854214123,4390,24,24,95.067264573991,87.9581151832461,0,0,0,0,0,0,Alles ok,888467230244,Primary Case,Stichting Envida,Verpleeghuis Grubbeveld,UNIT B
410_230_245,11/12/2019,888467,410,230,245,InstitutionType_NursingHome,yes,psychogeriatrische afdeling,PG,72.2777777777778,100,100,88.8888888888889,88.8888888888889,0,94.4444444444444,27.7777777777778,27.7777777777778,22.2222222222222,16.6666666666667,11.1111111111111,0,0,83.3333333333333,0,11.1111111111111,16.6666666666667,83.3333333333333,5.55555555555556,72.2222222222222,61.1111111111111,0,16.6666666666667,11.1111111111111,5.55555555555556,0,16.6666666666667,33.3333333333333,1,1,98.3599088838269,99.2820750347383,74.0620657711904,76.2621584066698,13.8953219082909,32.3550812515159,73.8633714152483,43.2574031890661,43.4168564920274,37.9726651480638,34.7380410022779,13.2574031890661,2.30435774583618,81.9559228650137,38.5421412300683,29.4533029612756,52.6879271070615,66.2186788154898,3.55353075170843,41.8678815489749,15.5353075170843,.273348519362187,14.4874715261959,.683371298405467,20.9567198177677,.797266514806378,1.07061503416857,6.5375854214123,4390,18,18,95.067264573991,87.9581151832461,0,0,0,0,0,0,Alles ok,888467230245,Primary Case,Stichting Envida,Verpleeghuis Grubbeveld,UNIT D
410_230_246,11/12/2019,888467,410,230,246,InstitutionType_NursingHome,yes,psychogeriatrische afdeling,PG,64.6666666666667,100,100,100,100,0,0,100,75,29.1666666666667,29.1666666666667,20.8333333333333,4.16666666666667,0,79.1666666666667,41.6666666666667,8.33333333333333,16.6666666666667,50,0,25,16.6666666666667,0,0,0,0,0,12.5,0,1,1,98.3599088838268,99.2820750347383,74.0620657711904,76.2621584066698,13.8953219082909,32.3550812515159,73.8633714152483,43.257403189066,43.4168564920274,37.9726651480638,34.7380410022779,13.2574031890661,2.30435774583618,81.9559228650137,38.5421412300683,29.4533029612756,52.6879271070615,66.2186788154898,3.55353075170843,41.867881548975,15.5353075170843,.273348519362187,14.4874715261959,.683371298405467,20.9567198177677,.797266514806378,1.07061503416857,6.5375854214123,4390,24,24,95.067264573991,87.9581151832461,0,0,0,0,0,0,Alles ok,888467230246,Primary Case,Stichting Envida,Verpleeghuis Grubbeveld,UNIT E
410_490_361,11/12/2019,888467,410,490,361,InstitutionType_NursingHome,yes,psychogeriatrische afdeling,PG,84.1951219512195,100,100,97.5609756097561,51.219512195122,0,0,77.5,75.609756097561,70.7317073170732,63.4146341463415,56.0975609756098,0,2.4390243902439,82.9268292682927,68.2926829268293,51.219512195122,65.8536585365854,80.4878048780488,0,60.9756097560976,41.4634146341463,0,0,0,21.9512195121951,0,0,9.75609756097561,1,1,98.3599088838268,99.2820750347384,74.0620657711904,76.2621584066697,13.8953219082909,32.3550812515159,73.8633714152484,43.257403189066,43.4168564920274,37.9726651480638,34.7380410022779,13.2574031890661,2.30435774583618,81.9559228650138,38.5421412300683,29.4533029612756,52.6879271070615,66.2186788154898,3.55353075170843,41.867881548975,15.5353075170843,.273348519362187,14.4874715261959,.683371298405467,20.9567198177677,.797266514806378,1.07061503416857,6.5375854214123,4390,41,41,95.067264573991,87.9581151832461,0,0,0,0,0,0,Alles ok,888467490361,Primary Case,Stichting Envida,De Zeven Bronnen,Afdeling 5-6 PG
410_490_362,11/12/2019,888467,410,490,362,InstitutionType_NursingHome,yes,psychogeriatrische afdeling,PG,84,100,100,75.609756097561,97.5609756097561,0,0,51.219512195122,46.3414634146341,2.4390243902439,12.1951219512195,0,0,0,48.780487804878,26.8292682926829,2.4390243902439,9.75609756097561,34.1463414634146,0,43.9024390243902,34.1463414634146,0,14.6341463414634,0,14.6341463414634,0,2.4390243902439,0,1,1,98.3599088838268,99.2820750347384,74.0620657711904,76.2621584066697,13.8953219082909,32.3550812515159,73.8633714152484,43.257403189066,43.4168564920274,37.9726651480638,34.7380410022779,13.2574031890661,2.30435774583618,81.9559228650138,38.5421412300683,29.4533029612756,52.6879271070615,66.2186788154898,3.55353075170843,41.867881548975,15.5353075170843,.273348519362187,14.4874715261959,.683371298405467,20.9567198177677,.797266514806378,1.07061503416857,6.5375854214123,4390,41,40,95.067264573991,87.9581151832461,0,0,0,0,0,0,Alles ok,888467490362,Primary Case,Stichting Envida,De Zeven Bronnen,Afdeling 1-2 PG
410_490_363,11/12/2019,888467,410,490,363,InstitutionType_NursingHome,yes,somatische verblijfsafdeling,Som,82.7941176470588,97.0588235294118,100,75.7575757575758,90.9090909090909,0,5.88235294117647,39.3939393939394,32.3529411764706,14.7058823529412,8.82352941176471,5.88235294117647,0,11.7647058823529,26.4705882352941,11.7647058823529,14.7058823529412,14.7058823529412,23.5294117647059,2.94117647058824,38.2352941176471,35.2941176470588,0,11.7647058823529,0,8.82352941176471,0,0,0,1,1,93.8632619439868,99.2540587977182,53.0934620447564,62.7029398859149,11.5840280824923,31.6153362664991,65.351059410054,33.1960461285008,33.2784184514003,29.159802306425,41.6392092257002,12.2322899505766,4.95662949194548,69.904919388177,30.0658978583196,20.0988467874794,42.5864909390445,56.9604612850082,6.79571663920923,16.9686985172982,14.332784184514,.0411861614497529,1.77100494233937,.123558484349259,3.21252059308072,.123558484349259,.0823723228995058,1.44151565074135,2428,34,34,94.3548387096774,79.4117647058823,0,0,0,0,0,0,Alles ok,888467490363,Primary Case,Stichting Envida,De Zeven Bronnen,Afdeling 3-4 Som
410_490_364,11/12/2019,888467,410,490,364,InstitutionType_NursingHome,yes,somatische verblijfsafdeling,Som,84.3666666666667,100,100,100,100,0,0,36.6666666666667,20,10,6.66666666666667,0,0,6.66666666666667,30,6.66666666666667,0,10,23.3333333333333,3.33333333333333,0,0,0,0,0,0,0,0,0,1,1,93.8632619439868,99.2540587977183,53.0934620447564,62.7029398859149,11.5840280824923,31.6153362664991,65.351059410054,33.1960461285008,33.2784184514003,29.159802306425,41.6392092257002,12.2322899505766,4.95662949194548,69.904919388177,30.0658978583196,20.0988467874794,42.5864909390445,56.9604612850082,6.79571663920923,16.9686985172982,14.332784184514,.0411861614497529,1.77100494233937,.123558484349259,3.21252059308072,.123558484349259,.0823723228995058,1.44151565074135,2428,30,30,94.3548387096774,79.4117647058823,0,0,0,0,0,0,Alles ok,888467490364,Primary Case,Stichting Envida,De Zeven Bronnen,Afdeling 7G 7H
410_493_236,11/12/2019,888467,410,493,236,InstitutionType_NursingHome,yes,verzorgingsafdeling,VZ,84.4736842105263,100,100,0,5.26315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,81.3569321533923,98.8397389412618,17.4764321972444,37.5634517766498,4.20594633792603,33.0508474576271,70.6824925816024,38.4660766961652,34.1592920353982,31.5044247787611,53.9233038348083,17.5221238938053,1.48104265402844,71.5645449137419,39.5870206489676,23.598820058997,38.8790560471977,56.4011799410029,5.07374631268437,8.7905604719764,3.77581120943953,0,1.29793510324484,.117994100294985,4.71976401179941,0,.0589970501474926,.530973451327434,1695,19,1,100,75.4385964912281,0,0,0,0,0,0,Alles ok,888467493236,Primary Case,Stichting Envida,Zorgcentrum Koepelhof,Koepelhof 3
410_493_237,11/12/2019,888467,410,493,237,InstitutionType_NursingHome,yes,verzorgingsafdeling,VZ,77.75,43.75,100,14.2857142857143,28.5714285714286,14.2857142857143, ,12.5,6.25,0,0,0,6.25,0,81.25,56.25,0,12.5,31.25,0,6.25,6.25,0,0,0,0,0,0,0,1,1,81.3569321533923,98.8397389412618,17.4764321972444,37.5634517766498,4.20594633792603,33.0508474576271,70.6824925816024,38.4660766961652,34.1592920353982,31.5044247787611,53.9233038348082,17.5221238938053,1.48104265402844,71.5645449137418,39.5870206489676,23.598820058997,38.8790560471977,56.401179941003,5.07374631268437,8.7905604719764,3.77581120943953,0,1.29793510324484,.117994100294985,4.71976401179941,0,.0589970501474926,.530973451327434,1695,16,0,100,75.4385964912281,1,1,0,0,0,1,Alles ok,888467493237,Primary Case,Stichting Envida,Zorgcentrum Koepelhof,Koepelhof 4
410_493_238,11/12/2019,888467,410,493,238,InstitutionType_NursingHome,yes,psychogeriatrische afdeling,PG,86,100,100,100,100,0,0,100,92.8571428571429,64.2857142857143,57.1428571428571,0,0,0,100,21.4285714285714,78.5714285714286,35.7142857142857,50,0,42.8571428571429,21.4285714285714,0,7.14285714285714,0,7.14285714285714,7.14285714285714,0,21.4285714285714,1,1,98.3599088838268,99.2820750347383,74.0620657711904,76.2621584066698,13.8953219082909,32.3550812515159,73.8633714152483,43.2574031890661,43.4168564920273,37.9726651480638,34.7380410022779,13.2574031890661,2.30435774583619,81.9559228650137,38.5421412300683,29.4533029612756,52.6879271070615,66.2186788154898,3.55353075170843,41.8678815489749,15.5353075170843,.273348519362187,14.4874715261959,.683371298405467,20.9567198177677,.797266514806378,1.07061503416857,6.5375854214123,4390,14,14,95.067264573991,87.9581151832461,0,0,0,0,0,0,Alles ok,888467493238,Primary Case,Stichting Envida,Zorgcentrum Koepelhof,Koepelhof(afd 5)
410_494_110,11/12/2019,888467,410,494,110,InstitutionType_NursingHome,yes,verzorgingsafdeling,VZ,83.8965517241379,31.0344827586207,88.8888888888889,22.2222222222222,22.2222222222222,0, ,20.6896551724138,3.44827586206897,3.44827586206897,0,17.2413793103448,0,0,13.7931034482759,10.3448275862069,10.3448275862069,6.89655172413793,3.44827586206897,0,0,0,0,0,0,0,0,0,0,1,1,81.3569321533923,98.8397389412618,17.4764321972444,37.5634517766498,4.20594633792604,33.0508474576272,70.6824925816023,38.4660766961652,34.1592920353982,31.5044247787611,53.9233038348083,17.5221238938053,1.48104265402844,71.5645449137419,39.5870206489676,23.598820058997,38.8790560471977,56.4011799410029,5.07374631268436,8.7905604719764,3.77581120943953,0,1.29793510324484,.117994100294985,4.71976401179941,0,.0589970501474926,.530973451327433,1695,29,0,100,75.4385964912281,1,1,0,0,0,1,Alles ok,888467494110,Primary Case,Stichting Envida,Zorgcentrum Lenculenhof,0-1
410_494_110 PG,11/12/2019,888467,410,494,110 PG,InstitutionType_NursingHome,yes,psychogeriatrische afdeling,PG,87,89.4736842105263,100,0,5.88235294117647,0,0,57.8947368421053,15.7894736842105,5.26315789473684,5.26315789473684,47.3684210526316,0,0,57.8947368421053,15.7894736842105,36.8421052631579,21.0526315789474,21.0526315789474,0,10.5263157894737,0,0,0,0,10.5263157894737,0,0,0,1,1,98.3599088838268,99.2820750347383,74.0620657711904,76.2621584066698,13.8953219082909,32.3550812515159,73.8633714152483,43.2574031890661,43.4168564920274,37.9726651480638,34.7380410022779,13.2574031890661,2.30435774583618,81.9559228650137,38.5421412300683,29.4533029612756,52.6879271070615,66.2186788154898,3.55353075170843,41.8678815489749,15.5353075170843,.273348519362187,14.4874715261959,.683371298405467,20.9567198177677,.797266514806378,1.07061503416857,6.5375854214123,4390,19,17,95.067264573991,87.9581151832461,0,0,0,0,0,0,Alles ok,888467494110 PG,Primary Case,Stichting Envida,Zorgcentrum Lenculenhof,PG-groep
